year,level,state,state_code,district,total_votes,candidate,party,votes,percentage,winner,incumbent,open_seat
1986,house,Alabama,AL,1,,Sonny Callahan,Republican,,99.9,True,True,False
1986,house,Alabama,AL,2,,William L. Dickinson,Republican,,66.7,True,True,False
1986,house,Alabama,AL,2,,Mercer Stone,Democratic,,33.3,False,False,False
1986,house,Alabama,AL,3,,Bill Nichols,Democratic,,80.6,True,True,False
1986,house,Alabama,AL,3,,Whit Guerin,Libertarian,,19.4,False,False,False
1986,house,Alabama,AL,4,,Tom Bevill,Democratic,,77.5,True,True,False
1986,house,Alabama,AL,4,,Al DeShazo,Republican,,22.5,False,False,False
1986,house,Alabama,AL,5,,Ronnie Flippo,Democratic,,78.9,True,True,False
1986,house,Alabama,AL,5,,Herb McCarley,Libertarian,,21.1,False,False,False
1986,house,Alabama,AL,6,,Ben Erdreich,Democratic,,72.7,True,True,False
1986,house,Alabama,AL,6,,L. Morgan Williams,Republican,,27.0,False,False,False
1986,house,Alabama,AL,6,,Martin J. Boyers,Socialist Workers,,0.2,False,False,False
1986,house,Alabama,AL,7,,Claude Harris Jr.,Democratic,,59.8,True,False,True
1986,house,Alabama,AL,7,,Bill McFarland,Republican,,40.2,False,False,True
1986,house,Alaska,AK,AL,180277,Don Young,Republican,,56.5,True,True,False
1986,house,Alaska,AK,AL,180277,Pegge Begich,Democratic,74053,41.1,False,False,False
1986,house,Alaska,AK,AL,180277,Betty Breck,Libertarian,4182,2.3,False,False,False
1986,house,Arizona,AZ,1,,Jay Rhodes,Republican,,71.3,True,False,True
1986,house,Arizona,AZ,1,,Harry Braun,Democratic,,28.7,False,False,True
1986,house,Arizona,AZ,2,,Mo Udall,Democratic,,73.3,True,True,False
1986,house,Arizona,AZ,2,,Sheldon Clark,Republican,,23.3,False,False,False
1986,house,Arizona,AZ,2,,Lorenzo Torrez,Independent,,3.5,False,False,False
1986,house,Arizona,AZ,3,,Bob Stump,Republican,,100.0,True,True,False
1986,house,Arizona,AZ,4,,Jon Kyl,Republican,,64.6,True,False,True
1986,house,Arizona,AZ,4,,Philip R. Davis,Democratic,,35.4,False,False,True
1986,house,Arizona,AZ,5,,Jim Kolbe,Republican,,64.9,True,True,False
1986,house,Arizona,AZ,5,,Joel Ireland,Democratic,,35.1,False,False,False
1986,house,Arkansas,AR,1,,Bill Alexander,Democratic,,64.2,True,True,False
1986,house,Arkansas,AR,1,,Rick H. Albin,Republican,,35.8,False,False,False
1986,house,Arkansas,AR,2,,Tommy F. Robinson,Democratic,,75.7,True,True,False
1986,house,Arkansas,AR,2,,Keith Hamaker,Republican,,24.2,False,False,False
1986,house,Arkansas,AR,2,,Elton White,Write-in,,0.05,False,False,False
1986,house,Arkansas,AR,3,,John Paul Hammerschmidt,Republican,,79.8,True,True,False
1986,house,Arkansas,AR,3,,Su Sargent,Democratic,,20.2,False,False,False
1986,house,Arkansas,AR,4,,Beryl Anthony Jr.,Democratic,,77.4,True,True,False
1986,house,Arkansas,AR,4,,Lamar Keels,Republican,,15.4,False,False,False
1986,house,Arkansas,AR,4,,Stephen A. Bitely,Independent,,7.1,False,False,False
1986,house,California,CA,1,204759,Douglas H. Bosco,Democratic,138174,67.5,True,True,False
1986,house,California,CA,1,204759,Floyd G. Sampson,Republican,54436,26.6,False,False,False
1986,house,California,CA,1,204759,Elden McFarland,Peace and Freedom,12149,5.9,False,False,False
1986,house,California,CA,2,188414,Wally Herger,Republican,109758,58.3,True,False,True
1986,house,California,CA,2,188414,Steve Swendiman,Democratic,,39.6,False,False,True
1986,house,California,CA,2,188414,Harry H. Pendery,Libertarian,,2.2,False,False,True
1986,house,California,CA,3,208974,Bob Matsui,Democratic,,75.9,True,True,False
1986,house,California,CA,3,208974,Lowell Landowski,Republican,,24.1,False,False,False
1986,house,California,CA,4,182960,Vic Fazio,Democratic,128364,70.2,True,True,False
1986,house,California,CA,4,182960,Jack D. Hite,Republican,54596,29.8,False,False,False
1986,house,California,CA,5,163214,Sala Burton,Democratic,122688,75.2,True,True,False
1986,house,California,CA,5,163214,Mike Garza,Republican,36039,22.1,False,False,False
1986,house,California,CA,5,163214,Sam Grove,Libertarian,,1.5,False,False,False
1986,house,California,CA,5,163214,Ted Zuur,Peace and Freedom,,1.3,False,False,False
1986,house,California,CA,6,193552,Barbara Boxer,Democratic,142946,73.9,True,True,False
1986,house,California,CA,6,193552,Harry Ernst,Republican,,26.1,False,False,False
1986,house,California,CA,7,186553,George Miller,Democratic,124174,66.6,True,True,False
1986,house,California,CA,7,186553,Rosemary Thakar,Republican,,33.4,False,False,False
1986,house,California,CA,8,202935,Ron Dellums,Democratic,,60.0,True,True,False
1986,house,California,CA,8,202935,Steven Eigenberg,Republican,76850,37.9,False,False,False
1986,house,California,CA,8,202935,Lawrence R. Manuel,Peace and Freedom,4295,2.1,False,False,False
1986,house,California,CA,9,162790,Pete Stark,Democratic,113490,69.7,True,True,False
1986,house,California,CA,9,162790,Dave Williams,Republican,,30.3,False,False,False
1986,house,California,CA,10,119564,Don Edwards,Democratic,84240,70.5,True,True,False
1986,house,California,CA,10,119564,Michael R. La Crone,Republican,31826,26.6,False,False,False
1986,house,California,CA,10,119564,Perr Cardestam,Libertarian,1797,1.5,False,False,False
1986,house,California,CA,10,119564,Bradley L. Mayer,Peace and Freedom,1701,1.4,False,False,False
1986,house,California,CA,11,151695,Tom Lantos,Democratic,112380,74.1,True,True,False
1986,house,California,CA,11,151695,Bill Quraishi,Republican,,25.9,False,False,False
1986,house,California,CA,12,187043,Ernie Konnyu,Republican,111252,59.5,True,False,True
1986,house,California,CA,12,187043,Lance T. Weil,Democratic,69564,37.2,False,False,True
1986,house,California,CA,12,187043,Bill White,Libertarian,,3.4,False,False,True
1986,house,California,CA,13,154450,Norman Mineta,Democratic,,69.7,True,True,False
1986,house,California,CA,13,154450,Bob Nash,Republican,46754,30.3,False,False,False
1986,house,California,CA,14,205161,Norman D. Shumway,Republican,146906,71.6,True,True,False
1986,house,California,CA,14,205161,Bill Steele,Democratic,53597,26.1,False,False,False
1986,house,California,CA,14,205161,Bruce A. Daniel,Libertarian,4658,2.3,False,False,False
1986,house,California,CA,15,131775,Tony Coelho,Democratic,93600,71.0,True,True,False
1986,house,California,CA,15,131775,Carol O. Harner,Republican,,27.2,False,False,False
1986,house,California,CA,15,131775,Richard M. Harris,Libertarian,2382,1.8,False,False,False
1986,house,California,CA,16,163498,Leon Panetta,Democratic,128151,78.4,True,True,False
1986,house,California,CA,16,163498,Louis Darrigo,Republican,31386,19.2,False,False,False
1986,house,California,CA,16,163498,Ron Wright,Peace and Freedom,2017,1.2,False,False,False
1986,house,California,CA,16,163498,Bill Anderson,Libertarian,1944,1.2,False,False,False
1986,house,California,CA,17,147469,Chip Pashayan,Republican,,60.2,True,True,False
1986,house,California,CA,17,147469,John Hartnett,Democratic,58682,39.8,False,False,False
1986,house,California,CA,18,142387,Richard H. Lehman,Democratic,,71.3,True,True,False
1986,house,California,CA,18,142387,David C. Crevelt,Republican,40907,28.7,False,False,False
1986,house,California,CA,19,170538,Bob Lagomarsino,Republican,122578,71.9,True,True,False
1986,house,California,CA,19,170538,Wayne B. Norris,Democratic,45619,26.8,False,False,False
1986,house,California,CA,19,170538,George Hasara,Libertarian,2341,1.4,False,False,False
1986,house,California,CA,20,179016,Bill Thomas,Republican,129989,72.6,True,True,False
1986,house,California,CA,20,179016,Jules H. Moquin,Democratic,49027,27.4,False,False,False
1986,house,California,CA,21,193091,Elton Gallegly,Republican,132090,68.4,True,False,True
1986,house,California,CA,21,193091,Gilbert R. Saldana,Democratic,54497,28.2,False,False,True
1986,house,California,CA,21,193091,Daniel Wiener,Libertarian,6504,3.4,False,False,True
1986,house,California,CA,22,191176,Carlos Moorhead,Republican,,73.8,True,True,False
1986,house,California,CA,22,191176,John G. Simmons,Democratic,44036,23.0,False,False,False
1986,house,California,CA,22,191176,Jona Joy Bergland,Libertarian,3114,1.6,False,False,False
1986,house,California,CA,22,191176,Joel Lorimer,Peace and Freedom,2930,1.5,False,False,False
1986,house,California,CA,23,184754,Anthony Beilenson,Democratic,,65.7,True,True,False
1986,house,California,CA,23,184754,George Woolverton,Republican,58746,31.8,False,False,False
1986,house,California,CA,23,184754,Tom Hopke,Peace and Freedom,2521,1.4,False,False,False
1986,house,California,CA,23,184754,Taylor Rhodes,Libertarian,2019,1.1,False,False,False
1986,house,California,CA,24,118173,Henry Waxman,Democratic,103914,87.9,True,True,False
1986,house,California,CA,24,118173,George Abrahams,Libertarian,8871,7.5,False,False,False
1986,house,California,CA,24,118173,James Green,Peace and Freedom,5388,4.6,False,False,False
1986,house,California,CA,25,82413,Edward R. Roybal,Democratic,62692,76.1,True,True,False
1986,house,California,CA,25,82413,Gregory L. Hardy,Republican,17558,21.3,False,False,False
1986,house,California,CA,25,82413,Ted Brown,Libertarian,2163,2.6,False,False,False
1986,house,California,CA,26,150753,Howard Berman,Democratic,98091,65.1,True,True,False
1986,house,California,CA,26,150753,Robert M. Kerns,Republican,52662,34.9,False,False,False
1986,house,California,CA,27,173320,Mel Levine,Democratic,110403,63.7,True,True,False
1986,house,California,CA,27,173320,Robert B. Scribner,Republican,,34.3,False,False,False
1986,house,California,CA,27,173320,Thomas O'Connor,Peace and Freedom,,1.2,False,False,False
1986,house,California,CA,27,173320,Jeff Avrech,Libertarian,,0.8,False,False,False
1986,house,California,CA,28,121330,Julian Dixon,Democratic,,76.3,True,True,False
1986,house,California,CA,28,121330,George Zaldivar Adams,Republican,25858,21.3,False,False,False
1986,house,California,CA,28,121330,Howard Johnson,Libertarian,2837,2.3,False,False,False
1986,house,California,CA,29,92415,Augustus Hawkins,Democratic,,84.5,True,True,False
1986,house,California,CA,29,92415,John Van de Brooke,Republican,13432,14.5,False,False,False
1986,house,California,CA,29,92415,Waheed R. Boctor,Libertarian,851,0.9,False,False,False
1986,house,California,CA,30,94985,Matthew G. Martínez,Democratic,,62.5,True,True,False
1986,house,California,CA,30,94985,John W. Almquist,Republican,33705,35.5,False,False,False
1986,house,California,CA,30,94985,Kim J. Goldsworthy,Libertarian,1911,2.0,False,False,False
1986,house,California,CA,31,109781,Mervyn Dymally,Democratic,,70.3,True,True,False
1986,house,California,CA,31,109781,Jack McMurray,Republican,30322,27.6,False,False,False
1986,house,California,CA,31,109781,B. Kwaku Duren,Peace and Freedom,2333,2.1,False,False,False
1986,house,California,CA,32,132541,Glenn M. Anderson,Democratic,90739,68.5,True,True,False
1986,house,California,CA,32,132541,Joyce M. Robertson,Republican,39003,29.4,False,False,False
1986,house,California,CA,32,132541,John S. Donohue,Peace and Freedom,2799,2.1,False,False,False
1986,house,California,CA,33,165353,David Dreier,Republican,118541,71.7,True,True,False
1986,house,California,CA,33,165353,Monty Hempel,Democratic,44312,26.8,False,False,False
1986,house,California,CA,33,165353,Mike Noonan,Peace and Freedom,,1.5,False,False,False
1986,house,California,CA,34,110063,Esteban Torres,Democratic,66404,60.3,True,True,False
1986,house,California,CA,34,110063,Charles M. House,Republican,43659,39.7,False,False,False
1986,house,California,CA,35,165557,Jerry Lewis,Republican,127235,76.9,True,True,False
1986,house,California,CA,35,165557,Sarge Hall,Democratic,,23.1,False,False,False
1986,house,California,CA,36,136778,George Brown Jr.,Democratic,78118,57.1,True,True,True
1986,house,California,CA,36,136778,Bob Henley,Republican,,42.9,False,False,True
1986,house,California,CA,37,192224,Al McCandless,Republican,122416,63.7,True,True,False
1986,house,California,CA,37,192224,Dave Skinner,Democratic,,36.3,False,False,False
1986,house,California,CA,38,119464,Bob Dornan,Republican,66032,55.3,True,True,True
1986,house,California,CA,38,119464,Richard H. Robinson,Democratic,50625,42.4,False,False,True
1986,house,California,CA,38,119464,Lee Connelly,Libertarian,2807,2.3,False,False,True
1986,house,California,CA,39,176732,William Dannemeyer,Republican,,74.5,True,True,False
1986,house,California,CA,39,176732,David D. Vest,Democratic,42377,24.0,False,False,False
1986,house,California,CA,39,176732,Frank Boeheim,Peace and Freedom,2752,1.6,False,False,False
1986,house,California,CA,40,200518,Robert Badham,Republican,119829,59.8,True,True,False
1986,house,California,CA,40,200518,Bruce W. Sumner,Democratic,75664,37.7,False,False,False
