year,state,state_code,office,candidate,party,percentage,winner,incumbent
2026,Alabama,AL,governor,Doug Jones,Democratic,,False,False
2026,Alabama,AL,governor,Tommy Tuberville,Republican,,False,False
2026,Alaska,AK,governor,Dave Bronson,Republican,,False,False
2026,Alaska,AK,governor,Treg Taylor,Republican,,False,False
2026,Alaska,AK,governor,Jonathan Kreiss-Tomkins,Democratic,,False,False
2026,Alaska,AK,governor,Bernadette Wilson,Republican,,False,False
2026,Arizona,AZ,governor,Andy Biggs,Republican,,False,False
2026,Arizona,AZ,governor,Katie Hobbs,Democratic,,False,True
2026,Arizona,AZ,governor,Teri Hourihan,Independent,,False,False
2026,Arizona,AZ,governor,Risa Lombardo,Green,,False,False
2026,Arizona,AZ,governor,Leezah Sun,Independent,,False,False
2026,Arkansas,AR,governor,Fredrick Love,Democratic,,False,False
2026,Arkansas,AR,governor,Sarah Huckabee Sanders,Republican,,False,True
2026,Arkansas,AR,governor,Colt Shelby,Libertarian,,False,False
2026,California,CA,governor,Xavier Becerra,Democratic,,False,False
2026,California,CA,governor,Steve Hilton,Republican,,False,False
2026,Colorado,CO,governor,Stephen Hamilton,American Constitution Party (colorado),,False,False
2026,Colorado,CO,governor,Greg Lopez,Independent,,False,False
2026,Colorado,CO,governor,Victor Marx,Republican,,False,False
2026,Colorado,CO,governor,Frederick Osborne,No Labels,,False,False
2026,Colorado,CO,governor,Jeff Peckman,Unity,,False,False
2026,Colorado,CO,governor,Phil Weiser,Democratic,,False,False
2026,Connecticut,CT,governor,Ryan Fazio,Republican,,False,False
2026,Connecticut,CT,governor,Ned Lamont,Democratic,,False,True
2026,Florida,FL,governor,Dean Abrams,Independent,,False,False
2026,Florida,FL,governor,Charles Burkett,Independent,,False,False
2026,Florida,FL,governor,Jeffrey Datto,Independent,,False,False
2026,Florida,FL,governor,Moe Dimanche,Independent,,False,False
2026,Florida,FL,governor,Byron Donalds,Republican,,False,False
2026,Florida,FL,governor,Scott Jewett,Libertarian,,False,False
2026,Florida,FL,governor,David Jolly,Democratic,,False,False
