year,state,state_code,office,candidate,party,percentage,winner,incumbent
1925,New Jersey,NJ,governor,A. Harry Moore,Democratic,51.87,True,False
1925,New Jersey,NJ,governor,Arthur Whitney,Politician,47.64,False,False
1925,New Jersey,NJ,governor,Leo M. Harkins,Socialist,0.22,False,False
1925,New Jersey,NJ,governor,''Scattering'',,0.27,False,False
1925,Virginia,VA,governor,Harry F. Byrd,Democratic,74.07,True,False
1925,Virginia,VA,governor,Samuel Harris Hoge,Republican,25.93,False,False
1927,Kentucky,KY,governor,Flemon D. Sampson,Republican,52.09,True,False
1927,Kentucky,KY,governor,J. C. W. Beckham,Democratic,47.91,False,False
1927,Louisiana,LA,governor,Huey Long,Democratic,96.14,True,False
1927,Louisiana,LA,governor,Etienne J. Caire,Republican,3.86,False,False
1927,Mississippi,MS,governor,Theodore G. Bilbo,Democratic,,True,False
1927,Mississippi,MS,governor,''Unopposed'',,,False,False
1929,Virginia,VA,governor,John Garland Pollard,Democratic,62.78,True,False
1929,Virginia,VA,governor,William Moseley Brown,Republican,36.95,False,False
1929,Virginia,VA,governor,John J. Kafka,Socialist,0.17,False,False
1929,Virginia,VA,governor,W. A. Rowe,Independent,0.11,False,False
1931,Kentucky,KY,governor,Ruby Laffoon,Democratic,54.28,True,False
1931,Kentucky,KY,governor,William B. Harrison,Republican,45.43,False,False
1931,Kentucky,KY,governor,John J. Thobe,Socialist,0.14,False,False
1931,Kentucky,KY,governor,Herman Horning,Socialist Labor,0.14,False,False
1931,Louisiana,LA,governor,Oscar K. Allen,Democratic,99.95,True,False
1931,Louisiana,LA,governor,''Scattering'',,0.05,False,False
1931,Mississippi,MS,governor,Martin S. Conner,Democratic,,True,False
1931,Mississippi,MS,governor,''Unopposed'',,,False,False
1931,New Jersey,NJ,governor,A. Harry Moore,Democratic,57.82,True,False
1931,New Jersey,NJ,governor,David Baird Jr.,Republican,39.74,False,False
1931,New Jersey,NJ,governor,Edmund R. Halsey,Independent,1.06,False,False
1931,New Jersey,NJ,governor,Owen M. Bruner,National Prohibition,0.64,False,False
1931,New Jersey,NJ,governor,Herman F. Niessner,Socialist,0.41,False,False
1931,New Jersey,NJ,governor,John J. Ballam,Communist,0.14,False,False
1931,New Jersey,NJ,governor,John C. Butterworth,Socialist Labor,0.12,False,False
1931,New Jersey,NJ,governor,John A. Kelly,Taxpayers,0.08,False,False
1933,Virginia,VA,governor,George Campbell Peery,Democratic,73.74,True,False
1933,Virginia,VA,governor,Fred W. McWane,Republican,24.24,False,False
1933,Virginia,VA,governor,Andrew J. Dunning,Prohibition,0.67,False,False
1933,Virginia,VA,governor,George C. White,Socialist,0.67,False,False
1933,Virginia,VA,governor,John Moffett Robinson,Independent,0.53,False,False
1933,Virginia,VA,governor,W. A. Rowe,Independent,0.16,False,False
1935,Kentucky,KY,governor,Happy Chandler,Democratic,54.46,True,False
1935,Kentucky,KY,governor,King Swope,Republican,45.14,False,False
1935,Kentucky,KY,governor,W. E. Cissna,Prohibition,0.2,False,False
1935,Kentucky,KY,governor,W. A. Sandefur,Socialist,0.08,False,False
1935,Kentucky,KY,governor,Herman Horning,Socialist Labor,0.07,False,False
1935,Kentucky,KY,governor,John J. Thobe,Co-operative Commonwealth,0.05,False,False
1935,Louisiana,LA,governor,Richard W. Leche,Democratic,,True,False
1935,Louisiana,LA,governor,''Unopposed'',,,False,False
1935,Mississippi,MS,governor,Hugh L. White,Democratic,,True,False
1935,Mississippi,MS,governor,''Unopposed'',,,False,False
1937,New Jersey,NJ,governor,A. Harry Moore,Democratic,50.84,True,False
1937,New Jersey,NJ,governor,Lester H. Clee,Republican,47.75,False,False
1937,New Jersey,NJ,governor,James E. Murray,Independent Labor,0.65,False,False
1937,New Jersey,NJ,governor,''Scattering'',,0.76,False,False
1937,Virginia,VA,governor,James Hubert Price,Democratic,82.78,True,False
1937,Virginia,VA,governor,J. Powell Royall,Republican,15.78,False,False
1937,Virginia,VA,governor,Donald Burke,Communist,0.78,False,False
1937,Virginia,VA,governor,James Arthur Edgerton,Prohibition,0.66,False,False
1939,Kentucky,KY,governor,Keen Johnson,Democratic,56.51,True,True
1939,Kentucky,KY,governor,King Swope,Republican,43.49,False,False
1939,Louisiana,LA,governor,Sam H. Jones,Democratic,99.4,True,False
1939,Louisiana,LA,governor,W. W. Tuttle,Republican,0.6,False,False
1939,Mississippi,MS,governor,Paul B. Johnson Sr.,Democratic,,True,False
1939,Mississippi,MS,governor,''Unopposed'',,,False,False
1940,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,65.5,True,False
1940,Arizona,AZ,governor,Jerrie W. Lee,Republican,33.8,False,False
1940,Arizona,AZ,governor,Charles R. Osburn,Prohibition,0.7,False,False
1940,Arkansas,AR,governor,Homer Adkins,Democratic,91.4,True,False
1940,Arkansas,AR,governor,H.C. Stump,Republican,8.2,False,False
1940,Arkansas,AR,governor,Walter S. McNutt,Independent,0.4,False,False
1940,Colorado,CO,governor,Ralph Lawrence Carr,Republican,54.4,True,True
1940,Colorado,CO,governor,George E. Saunders,Democratic,45.0,False,False
1940,Colorado,CO,governor,Carle Whitehead,Socialist,0.4,False,False
1940,Colorado,CO,governor,Laurence W. Cofman,Prohibition,0.3,False,False
1940,Connecticut,CT,governor,Robert A. Hurley,Democratic,49.5,True,False
1940,Connecticut,CT,governor,Raymond E. Baldwin,Republican,47.8,False,True
1940,Connecticut,CT,governor,Jasper McLevy,Socialist,2.3,False,False
1940,Connecticut,CT,governor,Joseph Mackay,Labor,0.2,False,False
1940,Connecticut,CT,governor,Michael A. Russo,Communist,0.2,False,False
1940,Delaware,DE,governor,Walter W. Bacon,Republican,52.4,True,False
1940,Delaware,DE,governor,Josiah Marvel Jr.,Democratic,45.4,False,False
1940,Delaware,DE,governor,Ivan Culbertson,Independent,2.2,False,False
1940,Florida,FL,governor,Primary runoff:,,,True,False
1940,Florida,FL,governor,Spessard Holland,Democratic,56.95,True,False
1940,Florida,FL,governor,Francis P. Whitehair,Democratic,43.05,False,False
1940,Florida,FL,governor,General election:,,,True,False
1940,Georgia,GA,governor,Primary election:,,,True,False
1940,Georgia,GA,governor,Eugene Talmadge,Democratic,51.58,True,False
1940,Georgia,GA,governor,Columbus Roberts,Democratic,35.95,False,False
1940,Georgia,GA,governor,Hosea Abit Nix,Democratic,12.47,False,False
1940,Georgia,GA,governor,General election:,,,True,False
1940,Georgia,GA,governor,J. L. R. Boyd,Prohibition,0.3,False,False
1940,Georgia,GA,governor,Joe Wallace,Independent,0.1,False,False
1940,Idaho,ID,governor,Chase A. Clark,Democratic,50.48,True,False
1940,Idaho,ID,governor,C. A. Bottolfsen,Republican,49.52,False,True
1940,Illinois,IL,governor,Dwight H. Green,Republican,53.0,True,False
1940,Illinois,IL,governor,Harry Hershey,Democratic,46.7,False,False
1940,Illinois,IL,governor,Arthur McDowell,Socialist,0.18,False,False
1940,Illinois,IL,governor,Clay Freeman Gaumer,Prohibition,0.16,False,False
1940,Indiana,IN,governor,Henry F. Schricker,Democratic,49.92,True,False
1940,Indiana,IN,governor,Glenn R. Hillis,Republican,49.69,False,False
1940,Indiana,IN,governor,Mary Donovan Hapgood,Socialist,0.27,False,False
1940,Indiana,IN,governor,Omer S. Whiteman,Prohibition,0.08,False,False
1940,Indiana,IN,governor,Herman Barcus Barefield,Labor,0.04,False,False
1940,Iowa,IA,governor,George A. Wilson,Republican,52.7,True,True
1940,Iowa,IA,governor,John Valentine,Democratic,47.1,False,False
1940,Iowa,IA,governor,M. M. Heptonstall,Prohibition,0.1,False,False
1940,Iowa,IA,governor,Charles Speck,Communist,0.1,False,False
1940,Kansas,KS,governor,Payne Ratner,Republican,49.63,True,True
1940,Kansas,KS,governor,William H. Burke,Democratic,49.58,False,False
1940,Kansas,KS,governor,David C. White,Prohibition,0.61,False,False
1940,Kansas,KS,governor,Ida A. Beloof,Socialist,0.19,False,False
1940,Maine,ME,governor,Sumner Sewall,Republican,63.8,True,False
1940,Maine,ME,governor,Fulton J. Redman,Democratic,36.1,False,False
1940,Maine,ME,governor,Helen Knudsen,Communist,0.1,False,False
1940,Massachusetts,MA,governor,Leverett Saltonstall,Republican,49.74,True,True
1940,Massachusetts,MA,governor,Paul A. Dever,Democratic,49.46,False,False
1940,Massachusetts,MA,governor,Otis Archer Hood,Communist,0.28,False,False
1940,Massachusetts,MA,governor,Jeffrey W. Campbell,Socialist,0.23,False,False
1940,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.17,False,False
1940,Massachusetts,MA,governor,E. Tallmadge Root,Prohibition,0.12,False,False
1940,Michigan,MI,governor,Murray Van Wagoner,Democratic,53.1,True,False
1940,Michigan,MI,governor,Luren Dickinson,Republican,46.6,False,True
1940,Michigan,MI,governor,Seth Whitmore,Socialist,0.2,False,False
1940,Michigan,MI,governor,Philip Raymond,Communist,0.12,False,False
1940,Michigan,MI,governor,Ralph Naylor,Labor,0.04,False,False
1940,Minnesota,MN,governor,Harold Stassen,Republican,52.1,True,True
1940,Minnesota,MN,governor,Hjalmar Petersen,Farmer-labor,36.6,False,False
1940,Minnesota,MN,governor,Edward Murphy,Democratic,11.1,False,False
1940,Minnesota,MN,governor,John William Castle,Industrial,0.25,False,False
1940,Missouri,MO,governor,Forrest C. Donnell,Republican,50.05,True,False
1940,Missouri,MO,governor,Larry McDaniel,Democratic,49.85,False,False
1940,Missouri,MO,governor,Jed A. High,Socialist,0.09,False,False
1940,Missouri,MO,governor,William Wesley Cox,Labor,0.01,False,False
1940,Montana,MT,governor,Sam C. Ford,Republican,50.67,True,False
1940,Montana,MT,governor,Roy E. Ayers,Democratic,48.64,False,True
1940,Montana,MT,governor,Arvo Fredrickson,Communist,0.7,False,False
1940,Nebraska,NE,governor,Dwight Griswold,Republican,60.9,True,False
1940,Nebraska,NE,governor,Terry Carpenter,Democratic,39.1,False,False
1940,New Hampshire,NH,governor,Robert O. Blood,Republican,50.7,True,False
1940,New Hampshire,NH,governor,F. Clyde Keefe,Democratic,49.3,False,False
1940,New Jersey,NJ,governor,Charles Edison,Democratic,51.4,True,False
1940,New Jersey,NJ,governor,Robert C. Hendrickson,Republican,48.0,False,False
1940,New Jersey,NJ,governor,Marion Douglas,Socialist,0.4,False,False
1940,New Jersey,NJ,governor,Manuel Cantor,Communist,0.1,False,False
1940,New Jersey,NJ,governor,John C. Butterworth,Labor,0.1,False,False
1940,New Jersey,NJ,governor,Elmo L. Bateman,Prohibition,0.03,False,False
1940,New Mexico,NM,governor,John E. Miles,Democratic,55.6,True,True
1940,New Mexico,NM,governor,Maurice Miera,Republican,44.4,False,False
1940,North Carolina,NC,governor,J. Melville Broughton,Democratic,75.7,True,False
1940,North Carolina,NC,governor,Robert H. McNeill,Republican,24.3,False,False
1940,North Dakota,ND,governor,John Moses,Democratic,63.1,True,True
1940,North Dakota,ND,governor,Jack A. Patterson,Republican,36.9,False,False
1940,Ohio,OH,governor,John W. Bricker,Republican,55.6,True,True
1940,Ohio,OH,governor,Martin L. Davey,Democratic,45.5,False,False
1940,Rhode Island,RI,governor,J. Howard McGrath,Democratic,55.8,True,False
1940,Rhode Island,RI,governor,William Henry Vanderbilt III,Republican,44.1,False,True
1940,Rhode Island,RI,governor,Wilfred J. Boissy,Communist,0.1,False,False
1940,South Dakota,SD,governor,Harlan J. Bushfield,Republican,55.1,True,True
1940,South Dakota,SD,governor,Lewis W. Bicknell,Democratic,44.9,False,False
1940,Tennessee,TN,governor,Prentice Cooper,Democratic,72.1,True,True
1940,Tennessee,TN,governor,C. Arthur Bruce,Republican,27.9,False,False
1940,Texas,TX,governor,W. Lee O'Daniel,Democratic,94.4,True,True
1940,Texas,TX,governor,George C. Hopkins,Republican,5.6,False,False
1940,Texas,TX,governor,Ben H. Lauderdale,Communist,0.03,False,False
1940,Utah,UT,governor,Herbert B. Maw,Democratic,52.1,True,False
1940,Utah,UT,governor,Don B. Colton,Republican,47.7,False,False
1940,Utah,UT,governor,Ada Williams Quinn,Independent,0.24,False,False
1940,Vermont,VT,governor,William Henry Wills,Republican,64.0,True,False
1940,Vermont,VT,governor,John McGrath,Democratic,36.0,False,False
1940,Washington,WA,governor,Arthur B. Langlie,Republican,50.24,True,False
1940,Washington,WA,governor,Clarence Dill,Democratic,49.49,False,False
1940,Washington,WA,governor,John Brockway,Communist,0.21,False,False
1940,Washington,WA,governor,P. J. Ater,Labor,0.06,False,False
1940,West Virginia,WV,governor,Matthew M. Neely,Democratic,56.4,True,False
1940,West Virginia,WV,governor,Daniel Boone Dawson,Republican,43.6,False,False
1940,Wisconsin,WI,governor,Julius P. Heil,Republican,40.67,True,True
1940,Wisconsin,WI,governor,Orland Steen Loomis,Progressive,39.78,False,False
1940,Wisconsin,WI,governor,Francis E. McGovern,Democratic,19.29,False,False
1940,Wisconsin,WI,governor,Fred B. Blair,Communist,0.17,False,False
1940,Wisconsin,WI,governor,Louis Fisher,Labor,0.08,False,False
1941,Virginia,VA,governor,Colgate Darden,Democratic,80.58,True,False
1941,Virginia,VA,governor,Benjamin Muse,Republican,17.88,False,False
1941,Virginia,VA,governor,Alice Burke,Communist,0.9,False,False
1941,Virginia,VA,governor,Hilliard Bernstein,Socialist,0.64,False,False
1942,Alabama,AL,governor,Chauncey Sparks,Democratic,89.0,True,False
1942,Alabama,AL,governor,Hugh McEniry,Republican,10.5,False,False
1942,Alabama,AL,governor,Ordway Southard,Communist,0.5,False,False
1942,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,72.5,True,True
1942,Arizona,AZ,governor,Jerrie W. Lee,Republican,26.9,False,False
1942,Arizona,AZ,governor,Charles R. Osburn,Prohibition,0.6,False,False
1942,Arkansas,AR,governor,Primary election:,,,True,False
1942,Arkansas,AR,governor,Homer Martin Adkins,Democratic,71.8,True,True
1942,Arkansas,AR,governor,Fred Keller,Democratic,26.3,False,False
1942,Arkansas,AR,governor,Bill Neill,Democratic,1.0,False,False
1942,Arkansas,AR,governor,Vernon Heath,Democratic,0.91,False,False
1942,Arkansas,AR,governor,General election:,,,True,False
1942,California,CA,governor,Earl Warren,Republican,57.1,True,False
1942,California,CA,governor,Culbert Olson,Democratic,41.8,False,True
1942,California,CA,governor,Nathan T. Porter,Independent,0.7,False,False
1942,California,CA,governor,Fred Dyster,Prohibition,0.5,False,False
1942,Colorado,CO,governor,John Charles Vivian,Republican,56.2,True,False
1942,Colorado,CO,governor,Homer F. Bedford,Democratic,43.4,False,False
1942,Colorado,CO,governor,William R. Dietrich,Communist,0.4,False,False
1942,Connecticut,CT,governor,Raymond E. Baldwin,Republican,49.0,True,False
1942,Connecticut,CT,governor,Robert A. Hurley,Democratic,44.4,False,True
1942,Connecticut,CT,governor,Jasper McLevy,Socialist,6.0,False,False
1942,Connecticut,CT,governor,Joseph C. Borden Jr.,Labor,0.7,False,False
1942,Georgia,GA,governor,Primary election:,,,True,False
1942,Georgia,GA,governor,Ellis Arnall,Democratic,57.65,True,False
1942,Georgia,GA,governor,Eugene Talmadge,Democratic,42.35,False,True
1942,Georgia,GA,governor,General election:,,,True,False
1942,Idaho,ID,governor,C. A. Bottolfsen,Republican,50.15,True,False
1942,Idaho,ID,governor,Chase A. Clark,Democratic,49.85,False,True
1942,Iowa,IA,governor,Bourke B. Hickenlooper,Republican,62.8,True,False
1942,Iowa,IA,governor,Nelson G. Kraschel,Democratic,37.0,False,False
1942,Iowa,IA,governor,Ward Hall,Prohibition,0.2,False,False
1942,Iowa,IA,governor,F. M. Briggs,Independent,0.1,False,False
1942,Kansas,KS,governor,Andrew Frank Schoeppel,Republican,56.7,True,False
1942,Kansas,KS,governor,William H. Burke,Democratic,41.8,False,False
1942,Kansas,KS,governor,David C. White,Prohibition,1.3,False,False
1942,Kansas,KS,governor,Ida A. Beloof,Socialist,0.3,False,False
1942,Maine,ME,governor,Sumner Sewall,Republican,66.8,True,True
1942,Maine,ME,governor,George W. Lane Jr.,Democratic,33.2,False,False
1942,Maryland,MD,governor,Herbert O'Conor,Democratic,52.6,True,True
1942,Maryland,MD,governor,Theodore McKeldin,Republican,47.5,False,False
1942,Massachusetts,MA,governor,Leverett Saltonstall,Republican,54.1,True,True
1942,Massachusetts,MA,governor,Roger Putnam,Democratic,45.0,False,False
1942,Massachusetts,MA,governor,Otis Archer Hood,Communist,0.3,False,False
1942,Massachusetts,MA,governor,Joseph S. Massidda,Socialist,0.2,False,False
1942,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.2,False,False
1942,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.1,False,False
1942,Michigan,MI,governor,Harry Kelly,Republican,52.6,True,False
1942,Michigan,MI,governor,Murray Van Wagoner,Democratic,46.7,False,True
1942,Michigan,MI,governor,Frederic S. Goodrich,Prohibition,0.7,False,False
1942,Minnesota,MN,governor,Harold Stassen,Republican,51.6,True,True
1942,Minnesota,MN,governor,Hjalmar Petersen,Farmer-labor,37.8,False,False
1942,Minnesota,MN,governor,John D. Sullivan,Democratic,9.5,False,False
1942,Minnesota,MN,governor,Martin Mackie,Communist,0.6,False,False
1942,Minnesota,MN,governor,Harris A. Brandborg,Government,0.5,False,False
1942,Nebraska,NE,governor,Dwight Griswold,Republican,74.8,True,True
1942,Nebraska,NE,governor,Charles W. Bryan,Democratic,25.2,False,False
1942,Nevada,NV,governor,Edward P. Carville,Democratic,60.3,True,True
1942,Nevada,NV,governor,Aaron V. Tallman,Republican,39.8,False,False
1942,New Hampshire,NH,governor,Robert O. Blood,Republican,52.2,True,True
1942,New Hampshire,NH,governor,William J. Neal,Democratic,47.8,False,False
1942,New Mexico,NM,governor,John J. Dempsey,Democratic,54.6,True,False
1942,New Mexico,NM,governor,Joseph F. Tondre,Republican,45.5,False,False
1942,New York,NY,governor,Thomas E. Dewey,Republican,52.1,True,False
1942,New York,NY,governor,John J. Bennett Jr.,Democratic,36.4,False,False
1942,New York,NY,governor,Dean Alfange,Labor,9.8,False,False
1942,New York,NY,governor,Israel Amter,Communist,1.1,False,False
1942,New York,NY,governor,Coleman B. Cheney,Socialist,0.5,False,False
1942,New York,NY,governor,Aaron M. Orange,Government,0.1,False,False
1942,North Dakota,ND,governor,John Moses,Democratic,57.6,True,True
1942,North Dakota,ND,governor,Oscar W. Hagen,Republican,42.4,False,False
1942,Ohio,OH,governor,John W. Bricker,Republican,60.5,True,True
1942,Ohio,OH,governor,John McSweeney,Democratic,39.5,False,False
1942,Oklahoma,OK,governor,Robert S. Kerr,Democratic,51.9,True,False
1942,Oklahoma,OK,governor,William Otjen,Republican,47.6,False,False
1942,Oklahoma,OK,governor,Edward W. Fickinger,Prohibition,0.5,False,False
1942,Oregon,OR,governor,Earl Snell,Republican,77.9,True,False
1942,Oregon,OR,governor,Lew Wallace,Democratic,22.1,False,False
1942,Pennsylvania,PA,governor,Edward Martin,Republican,53.7,True,False
1942,Pennsylvania,PA,governor,F. Clair Ross,Democratic,45.1,False,False
1942,Pennsylvania,PA,governor,Dale H. Learn,Prohibition,0.7,False,False
1942,Pennsylvania,PA,governor,John J. Haluska,Independent,0.3,False,False
1942,Pennsylvania,PA,governor,Joseph Pirincin,Labor,0.2,False,False
1942,Rhode Island,RI,governor,J. Howard McGrath,Democratic,58.5,True,True
1942,Rhode Island,RI,governor,James O. McManus,Republican,41.5,False,False
1942,South Carolina,SC,governor,Primary election:,,,True,False
1942,South Carolina,SC,governor,Olin D. Johnston,Democratic,51.8,True,False
1942,South Carolina,SC,governor,Wyndham Manning,Democratic,48.2,False,False
1942,South Carolina,SC,governor,General election:,,,True,False
1942,South Dakota,SD,governor,Merrell Q. Sharpe,Republican,61.5,True,False
1942,South Dakota,SD,governor,Lewis W. Bicknell,Democratic,38.5,False,False
1942,Tennessee,TN,governor,Prentice Cooper,Democratic,70.1,True,True
1942,Tennessee,TN,governor,C. N. Frazier,Republican,29.9,False,False
1942,Texas,TX,governor,Coke R. Stevenson,Democratic,96.8,True,True
1942,Texas,TX,governor,C. K. McDowell,Republican,3.2,False,False
1942,Vermont,VT,governor,William Henry Wills,Republican,77.9,True,True
1942,Vermont,VT,governor,Park H. Pollard,Democratic,22.1,False,False
1942,Wisconsin,WI,governor,Orland Steen Loomis,Progressive,49.7,True,False
1942,Wisconsin,WI,governor,Julius P. Heil,Republican,36.5,False,True
1942,Wisconsin,WI,governor,William C. Sullivan,Democratic,12.3,False,False
1942,Wisconsin,WI,governor,Frank P. Zeidler,Socialist,1.4,False,False
1942,Wisconsin,WI,governor,Fred B. Blair,Independent,0.1,False,False
1942,Wisconsin,WI,governor,Georgia Cozzini,Independent,0.1,False,False
1942,Wyoming,WY,governor,Lester C. Hunt,Democratic,51.3,True,False
1942,Wyoming,WY,governor,Nels H. Smith,Republican,48.7,False,True
1943,Kentucky,KY,governor,Simeon Willis,Republican,50.49,True,False
1943,Kentucky,KY,governor,J. Lyter Donaldson,Democratic,48.93,False,False
1943,Kentucky,KY,governor,Andrew N. Johnson,Prohibition,0.59,False,False
1943,Louisiana,LA,governor,Jimmie Davis,Democratic,,True,False
1943,Louisiana,LA,governor,''Unopposed'',,,False,False
1943,Mississippi,MS,governor,Thomas L. Bailey,Democratic,,True,False
1943,Mississippi,MS,governor,''Unopposed'',,,False,False
1943,New Jersey,NJ,governor,Walter Evans Edge,Republican,55.2,True,False
1943,New Jersey,NJ,governor,Vincent J. Murphy,Democratic,44.08,False,False
1943,New Jersey,NJ,governor,John C. Butterworth,Socialist Labor,0.4,False,False
1943,New Jersey,NJ,governor,John Binns,National Prohibition,0.18,False,False
1943,New Jersey,NJ,governor,Roy V. H. Wilkinson,Socialist,0.14,False,False
1944,Arizona,AZ,governor,Sidney Preston Osborn,Democratic,77.9,True,True
1944,Arizona,AZ,governor,Jerrie W. Lee,Republican,21.2,False,False
1944,Arizona,AZ,governor,Charles R. Osburn,Prohibition,0.9,False,False
1944,Arkansas,AR,governor,Benjamin T. Laney,Democratic,86.0,True,False
1944,Arkansas,AR,governor,Harley C. Stump,Republican,14.0,False,False
1944,Colorado,CO,governor,John Charles Vivian,Republican,52.4,True,True
1944,Colorado,CO,governor,Roy Phelix Best,Democratic,47.6,False,False
1944,Connecticut,CT,governor,Raymond E. Baldwin,Republican,50.5,True,True
1944,Connecticut,CT,governor,Robert A. Hurley,Democratic,47.4,False,False
1944,Connecticut,CT,governor,Jasper McLevy,Socialist,2.0,False,False
1944,Connecticut,CT,governor,Joseph C. Borden Jr.,Labor,0.2,False,False
1944,Delaware,DE,governor,Walter W. Bacon,Republican,50.5,True,True
1944,Delaware,DE,governor,Isaac J. MacCollum,Democratic,49.2,False,False
1944,Delaware,DE,governor,Thomas W. Jakes,Prohibition,0.3,False,False
1944,Florida,FL,governor,Millard Caldwell,Democratic,79.0,True,False
1944,Florida,FL,governor,Bert L. Acker,Republican,21.0,False,False
1944,Idaho,ID,governor,Charles C. Gossett,Democratic,52.6,True,False
1944,Idaho,ID,governor,W. H. Detwiler,Republican,47.4,False,False
1944,Illinois,IL,governor,Dwight H. Green,Republican,50.8,True,True
1944,Illinois,IL,governor,Thomas J. Courtney,Democratic,49.0,False,False
1944,Illinois,IL,governor,Charles Storm,Labor,0.2,False,False
1944,Illinois,IL,governor,Willis R. Wilson,Prohibition,0.1,False,False
1944,Indiana,IN,governor,Ralph F. Gates,Republican,51.0,True,False
1944,Indiana,IN,governor,Samuel D. Jackson,Democratic,48.2,False,False
1944,Indiana,IN,governor,Waldo E. Yeater,Prohibition,0.7,False,False
1944,Indiana,IN,governor,William Rabe,Socialist,0.1,False,False
1944,Iowa,IA,governor,Robert D. Blue,Republican,56.0,True,False
1944,Iowa,IA,governor,R. F. Mitchell,Democratic,43.6,False,False
1944,Iowa,IA,governor,Glen Williamson,Prohibition,0.3,False,False
1944,Iowa,IA,governor,Hugh Bockewitz,Socialist,0.1,False,False
1944,Kansas,KS,governor,Andrew Frank Schoeppel,Republican,65.7,True,True
1944,Kansas,KS,governor,Robert S. Lemon,Democratic,32.8,False,False
1944,Kansas,KS,governor,David C. White,Prohibition,1.1,False,False
1944,Kansas,KS,governor,W. W. Tamplin,Socialist,0.3,False,False
1944,Maine,ME,governor,Horace Hildreth,Republican,70.3,True,False
1944,Maine,ME,governor,Paul Julien,Democratic,29.7,False,False
1944,Massachusetts,MA,governor,Maurice J. Tobin,Democratic,53.6,True,False
1944,Massachusetts,MA,governor,Horace T. Cahill,Republican,46.0,False,False
1944,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.3,False,False
1944,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.2,False,False
1944,Michigan,MI,governor,Harry Kelly,Republican,54.7,True,True
1944,Michigan,MI,governor,Edward J. Fry,Democratic,44.8,False,False
1944,Michigan,MI,governor,Seth A. Davey,Prohibition,0.3,False,False
1944,Michigan,MI,governor,Forest Odell,Socialist,0.1,False,False
1944,Michigan,MI,governor,Leland Marion,Independent,0.1,False,False
1944,Michigan,MI,governor,Theos A. Grove,Labor,0.1,False,False
1944,Minnesota,MN,governor,Edward J. Thye,Republican,61.6,True,True
1944,Minnesota,MN,governor,Byron G. Allen,Minnesota Democratic-farmer-labor,37.8,False,False
1944,Minnesota,MN,governor,Gerald M. York,Government,0.6,False,False
1944,Missouri,MO,governor,Phil M. Donnelly,Democratic,50.94,True,False
1944,Missouri,MO,governor,Jean Paul Bradshaw,Republican,48.97,False,False
1944,Missouri,MO,governor,W. F. Rinck,Socialist,0.08,False,False
1944,Missouri,MO,governor,Stephen Tendler,Labor,0.01,False,False
1944,Montana,MT,governor,Sam C. Ford,Republican,56.4,True,True
1944,Montana,MT,governor,Leif Erickson,Democratic,43.2,False,False
1944,Montana,MT,governor,Charles R. Miller,Prohibition,0.5,False,False
1944,Nebraska,NE,governor,Dwight Griswold,Republican,76.1,True,True
1944,Nebraska,NE,governor,George W. Olsen,Democratic,23.9,False,False
1944,New Hampshire,NH,governor,Charles M. Dale,Republican,53.1,True,False
1944,New Hampshire,NH,governor,James J. Powers,Democratic,46.9,False,False
1944,New Mexico,NM,governor,John J. Dempsey,Democratic,51.9,True,True
1944,New Mexico,NM,governor,Carroll G. Gunderson,Republican,48.2,False,False
1944,North Carolina,NC,governor,R. Gregg Cherry,Democratic,69.6,True,False
1944,North Carolina,NC,governor,Frank C. Patton,Republican,30.4,False,False
1944,North Dakota,ND,governor,Fred G. Aandahl,Republican,52.0,True,False
1944,North Dakota,ND,governor,William T. Depuy,Democratic,28.9,False,False
1944,North Dakota,ND,governor,Alvin C. Strutz,Independent,18.8,False,False
1944,North Dakota,ND,governor,A. M. Wiley,Prohibition,0.3,False,False
1944,Ohio,OH,governor,Frank Lausche,Democratic,51.8,True,False
1944,Ohio,OH,governor,James Garfield Stewart,Republican,48.2,False,False
1944,Rhode Island,RI,governor,J. Howard McGrath,Democratic,60.7,True,True
1944,Rhode Island,RI,governor,Norman D. MacLeod,Republican,39.4,False,False
1944,South Dakota,SD,governor,Merrell Q. Sharpe,Republican,65.5,True,True
1944,South Dakota,SD,governor,Lynn Fellows,Democratic,34.5,False,False
1944,Tennessee,TN,governor,Jim Nance McCord,Democratic,62.5,True,False
1944,Tennessee,TN,governor,John W. Kilgo,Republican,36.0,False,False
1944,Tennessee,TN,governor,John Randolph Neal Jr.,Independent,1.5,False,False
1944,Texas,TX,governor,Coke R. Stevenson,Democratic,91.0,True,True
1944,Texas,TX,governor,B. J. Peasley,Republican,9.0,False,False
1944,Utah,UT,governor,Herbert B. Maw,Democratic,50.21,True,True
1944,Utah,UT,governor,J. Bracken Lee,Republican,49.79,False,False
1944,Vermont,VT,governor,Mortimer Proctor,Republican,65.9,True,False
1944,Vermont,VT,governor,Ernest H. Bailey,Democratic,34.1,False,False
1944,Washington,WA,governor,Monrad Wallgren,Democratic,51.5,True,False
1944,Washington,WA,governor,Arthur B. Langlie,Republican,48.1,False,True
