year,map_vintage,state,state_code,district,district_note,at_large,counties_whole,counties_partial,counties_whole_list,counties_partial_list,matched_counties,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,votes_from_partial_pct,lean_pres_pct,lean_house_pct,lean_senate_pct,lean_statewide_pct,weight_pres,weight_house,weight_senate,weight_statewide,sources_used
2024,2020s,Alaska,AK,AK-AL,,True,0,0,,,30,139543,184179,13735,337457,43.11,56.89,49.25,-1.95,R+1.9,0.0,-6.14,0.28,,4.22,0.5,0.25,0.0,0.25,pres+house+statewide
2024,2020s,Alabama,AL,AL-01,,False,8,1,Baldwin County; Coffee County; Covington County; Dale County; Escambia County; Geneva County; Henry County; Houston County,Mobile County,9,97599,262863,4188,364650,27.08,72.92,49.25,-23.89,R+23.9,28.2,-22.17,-27.33,,,0.667,0.333,0.0,0.0,pres+house
2024,2020s,Alabama,AL,AL-02,,False,11,2,Barbour County; Bullock County; Butler County; Conecuh County; Crenshaw County; Macon County; Monroe County; Montgomery County; Pike County; Russell County; Washington County,Clarke County; Mobile County,13,130731,127165,3128,261024,50.69,49.31,49.25,2.88,D+2.9,29.2,1.44,5.75,,,0.667,0.333,0.0,0.0,pres+house
2024,2020s,Alabama,AL,AL-03,,False,10,1,Calhoun County; Chambers County; Cherokee County; Clay County; Cleburne County; Etowah County; Lee County; Randolph County; St. Clair County; Tallapoosa County,Talladega County,11,82420,229770,3491,315680,26.4,73.6,49.25,-22.85,R+22.8,10.0,-22.85,,,,1.0,0.0,0.0,0.0,pres
2024,2020s,Alabama,AL,AL-04,,False,11,2,Blount County; Colbert County; Cullman County; DeKalb County; Fayette County; Franklin County; Lamar County; Marion County; Marshall County; Walker County; Winston County,Lauderdale County; Tuscaloosa County,13,61048,270548,3383,334979,18.41,81.59,49.25,-30.84,R+30.8,25.3,-30.84,,,,1.0,0.0,0.0,0.0,pres
2024,2020s,Alabama,AL,AL-05,,False,5,1,Jackson County; Lawrence County; Limestone County; Madison County; Morgan County,Lauderdale County,6,123958,226054,6420,356432,35.42,64.58,49.25,-13.83,R+13.8,3.4,-13.83,,,,1.0,0.0,0.0,0.0,pres
2024,2020s,Alabama,AL,AL-06,,False,6,2,Autauga County; Bibb County; Chilton County; Coosa County; Elmore County; Shelby County,Jefferson County; Talladega County,8,121593,213469,5225,340288,36.29,63.71,49.25,-15.05,R+15.1,35.7,-12.96,-19.25,,,0.667,0.333,0.0,0.0,pres+house
2024,2020s,Alabama,AL,AL-07,,False,10,3,Choctaw County; Dallas County; Greene County; Hale County; Lowndes County; Marengo County; Perry County; Pickens County; Sumter County; Wilcox County,Clarke County; Jefferson County; Tuscaloosa County,13,155063,132749,4225,292037,53.88,46.12,49.25,8.04,D+8.0,75.1,4.63,14.87,,,0.667,0.333,0.0,0.0,pres+house
2024,2020s,Arkansas,AR,AR-01,,False,30,1,Arkansas County; Baxter County; Boone County; Chicot County; Clay County; Craighead County; Crittenden County; Cross County; Desha County; Fulton County; Greene County; Independence County; Izard County; Jackson County; Lawrence County; Lee County; Lincoln County; Lonoke County; Marion County; Mississippi County; Monroe County; Phillips County; Poinsett County; Prairie County; Randolph County; St. Francis County; Searcy County; Sharp County; Stone County; Woodruff County,Pulaski County,31,84836,204286,5802,294925,29.34,70.66,49.25,-19.24,R+19.2,8.4,-19.91,-24.08,,-13.08,0.5,0.25,0.0,0.25,pres+house+statewide
2024,2020s,Arkansas,AR,AR-02,,False,7,1,Cleburne County; Conway County; Faulkner County; Perry County; Saline County; Van Buren County; White County,Pulaski County,8,110718,165971,6684,283373,40.02,59.98,49.25,-9.83,R+9.8,37.8,-9.23,-7.79,,-13.08,0.5,0.25,0.0,0.25,pres+house+statewide
2024,2020s,Arkansas,AR,AR-03,,False,5,1,Benton County; Carroll County; Crawford County; Madison County; Washington County,Sebastian County,6,107244,180521,8088,295852,37.27,62.73,49.25,-13.16,R+13.2,9.2,-11.98,-15.61,,-13.08,0.5,0.25,0.0,0.25,pres+house+statewide
2024,2020s,Arkansas,AR,AR-04,,False,31,2,Ashley County; Bradley County; Calhoun County; Clark County; Cleveland County; Columbia County; Dallas County; Drew County; Franklin County; Garland County; Grant County; Hempstead County; Hot Spring County; Howard County; Jefferson County; Johnson County; Lafayette County; Little River County; Logan County; Miller County; Montgomery County; Nevada County; Newton County; Ouachita County; Pike County; Polk County; Pope County; Scott County; Sevier County; Union County; Yell County,Pulaski County; Sebastian County,33,94107,208463,5956,308526,31.1,68.9,49.25,-17.78,R+17.8,13.1,-18.15,-21.76,,-13.08,0.5,0.25,0.0,0.25,pres+house+statewide
2024,2020s,Arizona,AZ,AZ-01,,False,0,1,,Maricopa County,1,174469,187200,4071,365740,48.24,51.76,49.25,-0.55,R+0.6,100.0,-1.01,-0.76,1.72,-1.71,0.4,0.2,0.2,0.2,pres+house+senate+statewide
